,emp_id,dishes_name
2115,1157,麻辣小龙虾
2116,1157,蒜蓉生蚝
2117,1157,独家薄荷鲜虾牛肉卷
2118,1157,凉拌萝卜丝
2119,1157,香菇鹌鹑蛋
2120,1157,张裕葡萄酒张裕赤霞珠干红
2121,1157,意文柠檬汁
2122,1157,清爽拌凉面
2123,1157,冰糖红豆薏米粥
2125,1409,焖猪手
2126,1409,芝士烩波士顿龙虾
2127,1409,自制猪肉脯
2128,1409,芹菜炒腰花
2129,1409,豌豆薯仔猪骨汤
2130,1409,爆炒猪肝
2131,1409,冰糖红豆薏米粥
2132,1409,清蒸海鱼
2133,1409,谷稻小庄
2134,1409,美妙绝伦之白莲花
2135,1409,炝炒大白菜
2136,1409,凉拌菠菜
2137,1409,五色糯米饭(七色)
2153,1028,香辣腐乳炒虾
2154,1028,芹菜炒腰花
2155,1028,清蒸海鱼
2156,1028,爆炒猪肝
2157,1028,自制猪肉脯
2158,1028,剁椒鱼头
2159,1028,大蒜苋菜
2160,1028,美妙绝伦之白莲花
2161,1028,凉拌菠菜
2162,1028,凉拌蒜蓉西兰花
2163,1028,五色糯米饭(七色)
2164,1551,麻辣小龙虾
2165,1551,芝麻烤紫菜
2166,1551,西瓜胡萝卜沙拉
2167,1551,番茄炖秋葵
2168,1551,蛋挞
2169,1551,谷稻小庄
2171,1551,辣炒花蛤
2172,1551,爆炒鸡翅
2173,1551,红酒土豆烧鸭腿
2174,1551,凉拌菠菜
2175,1125,自制猪肉脯
2176,1125,芝士烩波士顿龙虾
2177,1125,清蒸海鱼
2178,1125,芹菜炒腰花
2179,1125,焖猪手
2180,1125,爆炒猪肝
2181,1125,小米南瓜粥
2182,1125,香菇鸡肉粥
2183,1125,谷稻小庄
2184,1125,纸杯蛋糕
2185,1125,剁椒鱼头
2186,1125,黄尾袋鼠西拉子红葡萄酒
2187,1125,牛尾汤
2188,1125,桂圆肉红豆八宝饭
2189,1159,农夫山泉NFC果汁100%橙汁
2190,1159,清蒸蝶鱼
2191,1159,皮蛋瘦肉粥
2192,1159,芹菜炒腰花
2193,1159,水煮鱼
2194,1159,鲜美鳝鱼
2195,1159,麻辣小龙虾
2196,1159,香辣爆羊肝
2197,1159,凉拌菠菜
2198,1159,一品香酥藕
2199,1159,鱼香肉丝拌面
2200,1159,番茄炖秋葵
2201,1159,辣炒海带丝
2202,1159,番茄甘蓝
2203,1159,五色糯米饭(七色)
2204,1159,黄尾袋鼠西拉子红葡萄酒
2205,1134,倒立蒸梭子蟹
2206,1134,自制猪肉脯
2207,1134,焖猪手
2208,1134,芹菜炒腰花
2209,1134,冰糖红豆薏米粥
2210,1134,谷稻小庄
2211,1134,酸辣汤面
2212,1134,五色糯米饭(七色)
2223,1238,香辣腐乳炒虾
2224,1238,豌豆薯仔猪骨汤
2225,1238,自制猪肉脯
2226,1238,焖猪手
2227,1238,小米南瓜粥
2228,1238,北冰洋汽水
2229,1238,露露无糖杏仁露
2230,1238,酸辣汤面
2232,1238,皮蛋瘦肉粥
2233,1174,焖猪手
2234,1174,芝士烩波士顿龙虾
2235,1174,自制猪肉脯
2236,1174,山药养生粥
2237,1174,青岛啤酒罐装
2238,1174,炝炒大白菜
2239,1174,美妙绝伦之白莲花
2240,1174,凉拌蒜蓉西兰花
2241,1174,谷稻小庄
2243,1174,桂圆肉红豆八宝饭
2244,1216,姜葱炒花蟹
2245,1216,南瓜芝士包
2246,1216,皮蛋瘦肉粥
2247,1216,咖啡奶香面包
2249,1216,黄花菜炒木耳
2250,1216,海带结豆腐汤
2251,1216,宝宝版牛肉肠粉
2261,1122,油焖麻辣虾
2262,1122,自制猪肉脯
2263,1122,冰糖红豆薏米粥
2264,1122,剁椒鱼头
2265,1122,谷稻小庄
2266,1122,核桃葡萄干土司
2267,1122,凉拌蒜蓉西兰花
2268,1122,三色凉拌手撕兔
2269,1122,黑米恋上葡萄
2270,1166,自制猪肉脯
2271,1166,酸辣藕丁
2272,1166,香酥两吃大虾
2273,1166,百里香奶油烤红酒牛肉
2274,1166,凉拌菠菜
2275,1166,干锅田鸡
2276,1166,重庆特色油烧兔
2277,1166,50度古井贡酒
2278,1166,三丝鳝鱼
2280,1166,五色糯米饭(七色)
2281,1166,意文柠檬汁
2282,1166,焖猪手
2283,1167,爆炒猪肝
2284,1167,姜葱炒花蟹
2285,1167,啤酒鸭
2286,1167,自制猪肉脯
2287,1167,红酒炖羊肉
2288,1167,肉丁茄子
2289,1167,炝炒大白菜
2290,1167,凉拌蒜蓉西兰花
2291,1167,凉拌菠菜
2292,1167,大蒜苋菜
2293,1167,53度茅台
2294,1167,农夫山泉NFC果汁100%橙汁
2295,1167,葡萄奶酥(超酥香的饼干)
2296,1167,皮蛋瘦肉粥
2298,1167,牛肉鸡蛋肠粉
2299,1167,辣炒鱿鱼
2309,1008,剁椒鱼头
2310,1008,麻辣小龙虾
2311,1008,金玉良缘
2312,1008,番茄有机花菜
2313,1008,谷稻小庄
2315,1008,葱油凉拌藕片
2316,1156,水煮鱼
2317,1156,麻辣小龙虾
2319,1156,五色糯米饭(七色)
2320,1156,法国波尔多AOC干红葡萄酒原
2321,1156,清蒸蝶鱼
2322,1156,自制猪肉脯
2323,1156,皮蛋瘦肉粥
2324,1156,一品香酥藕
2325,1156,南瓜枸杞小饼干
2326,1156,紫薯面包卷
2327,1156,三色凉拌手撕兔
2328,1084,倒立蒸梭子蟹
2329,1084,啤酒鸭
2330,1084,清炒菊花菜
2331,1084,五香酱驴肉
2332,1084,黄花菜炒木耳
2333,1084,木须豌豆
2334,1084,番茄有机花菜
2335,1084,50度古井贡酒
2336,1084,番茄炖秋葵
2338,1099,焖猪手
2339,1099,花蛤蒸蛋
2340,1099,五彩藕苗
2341,1099,糖醋蕃茄溜青花
2342,1099,炝炒大白菜
2343,1099,38度剑南春
2352,1379,麻辣小龙虾
2353,1379,美妙绝伦之白莲花
2354,1379,拌土豆丝
2355,1379,北冰洋汽水
2357,1086,清蒸海鱼
2358,1086,自制猪肉脯
2359,1086,独家薄荷鲜虾牛肉卷
2360,1086,番茄炖牛腩
2361,1086,爆炒双丝
2362,1086,大蒜苋菜
2363,1086,番茄有机花菜
2364,1086,谷稻小庄
2366,1381,党参黄芪炖牛尾
2367,1381,蒜蓉生蚝
2368,1381,剁椒鱼头
2369,1381,炝炒大白菜
2371,1381,番茄甘蓝
2372,1381,谷稻小庄
2373,1160,水煮鱼
2374,1160,番茄炖牛腩
2375,1160,金玉良缘
2376,1160,培根花菜
2377,1160,糖醋蕃茄溜青花
2378,1160,北冰洋汽水
2379,1203,香酥两吃大虾
2380,1203,百里香奶油烤红酒牛肉
2381,1203,培根花菜
2382,1203,清炒菊花菜
2383,1203,谷稻小庄
2385,1106,清蒸海鱼
2386,1106,白斩鸡
2387,1106,肉丁茄子
2388,1106,番茄甘蓝
2389,1106,凉拌萝卜丝
2390,1106,谷稻小庄
2392,1033,蒜蓉生蚝
2393,1033,清蒸蝶鱼
2394,1033,红酒炖羊肉
2395,1033,培根花菜
2396,1033,美妙绝伦之白莲花
2397,1033,拌土豆丝
2398,1033,番茄炖秋葵
2399,1033,53度茅台
2414,1115,香酥两吃大虾
2415,1115,美妙绝伦之白莲花
2416,1115,桂圆枸杞鸽子汤
2417,1115,蒙古烤羊腿
2418,1115,孜然羊排
2419,1115,炝炒大白菜
2420,1116,香酥两吃大虾
2421,1116,香辣爆羊肝
2422,1116,红酒炖羊肉
2423,1116,大蒜苋菜
2424,1118,倒立蒸梭子蟹
2425,1118,红酒炖羊肉
2426,1118,盘蟹蒸蛋
2427,1118,芝士烩波士顿龙虾
2428,1118,蒜香包
2429,1118,黄花菜炒木耳
2430,1118,糖醋蕃茄溜青花
2431,1118,海带结豆腐汤
2432,1118,黄尾袋鼠西拉子红葡萄酒
2433,1118,芝麻烤紫菜
2434,1118,青炒扁豆
2435,1132,避风塘炒蟹
2436,1132,爆炒双丝
2437,1132,蒜蓉生蚝
2438,1132,清爽拌凉面
2439,1132,香辣爆羊肝
2440,1132,番茄炖牛腩
2441,1132,黑米恋上葡萄
2442,1132,番茄有机花菜
2443,1132,五彩藕苗
2444,1132,黄尾袋鼠西拉子红葡萄酒
2445,1179,蒜香辣花甲
2446,1179,姜葱炒花蟹
2447,1179,农夫山泉NFC果汁100%橙汁
2448,1179,清炒菊花菜
2450,1142,麻辣小龙虾
2451,1142,姜葱炒花蟹
2452,1142,凉拌菠菜
2453,1142,五色糯米饭(七色)
2454,1142,美妙绝伦之白莲花
2455,1142,番茄甘蓝
2456,1142,冰糖红豆薏米粥
2457,1142,红酒炖羊肉
2458,1142,白胡椒胡萝卜羊肉汤
2459,1142,香菇鹌鹑蛋
2460,1142,啤酒鸭
2461,1142,清炒菊花菜
2462,1142,红酒土豆烧鸭腿
2463,1142,38度剑南春
2464,1142,意文柠檬汁
2465,1378,蒜香辣花甲
2466,1378,自制猪肉脯
2467,1378,香菇鸡肉粥
2468,1378,炝炒大白菜
2469,1378,香辣爆羊肝
2470,1378,桂圆枸杞鸽子汤
2471,1378,独家薄荷鲜虾牛肉卷
2472,1378,酸辣藕丁
2473,1378,黄尾袋鼠西拉子红葡萄酒
2474,1378,糖醋蕃茄溜青花
2475,1378,黑米恋上葡萄
2476,1309,葡萄奶酥(超酥香的饼干)
2477,1309,剁椒鱼头
2478,1309,蒜蓉生蚝
2479,1309,北冰洋汽水
2480,1309,农夫山泉NFC果汁100%橙汁
2482,1110,麻辣小龙虾
2483,1110,辣炒鱿鱼
2484,1110,凉拌蒜蓉西兰花
2485,1110,美妙绝伦之白莲花
2487,1110,意文柠檬汁
2488,1127,清蒸蝶鱼
2489,1127,农夫山泉NFC果汁100%橙汁
2490,1127,培根花菜
2491,1127,凉拌蒜蓉西兰花
2492,1127,露露无糖杏仁露
2494,1151,水煮鱼
2495,1151,剁椒鱼头
2496,1151,一品香酥藕
2497,1151,百威啤酒罐装
2498,1151,蒜香包
2499,1151,青岛啤酒罐装
2500,1151,黑米恋上葡萄
2501,1154,党参黄芪炖牛尾
2502,1154,清炒菊花菜
2503,1154,辣炒花蛤
2504,1154,三色凉拌手撕兔
2505,1154,农夫山泉NFC果汁100%橙汁
2506,1154,黄尾袋鼠西拉子红葡萄酒
2507,1154,蛋挞
2508,1154,五色糯米饭(七色)
2509,1154,牛肉鸡蛋肠粉
2510,1160,蒙古烤羊腿
2511,1160,芹菜炒腰花
2512,1160,露露无糖杏仁露
2513,1160,凉拌菠菜
2514,1160,清爽拌凉面
2515,1160,北冰洋汽水
2516,1160,酸辣汤面
2517,1084,清蒸海鱼
2518,1084,香菇鹌鹑蛋
2519,1084,爆炒鸡翅
2520,1084,谷稻小庄
2521,1084,黑米恋上葡萄
2522,1084,不加一滴油的酸奶蛋糕
2523,1084,打卤面
2524,1117,香辣腐乳炒虾
2525,1117,五香酱驴肉
2526,1117,芝麻烤紫菜
2527,1117,香菇鹌鹑蛋
2528,1117,西瓜胡萝卜沙拉
2529,1117,意文柠檬汁
2531,1117,山药养生粥
2532,1275,小炒羊腰
2533,1275,花蛤蒸蛋
2534,1275,海带结豆腐汤
2535,1275,炝炒大白菜
2536,1275,特醇嘉士伯啤酒罐装
2537,1275,蓝带啤酒罐装
2538,1275,避风塘炒蟹
2539,1275,青岛啤酒罐装
2540,1275,老式面包
2541,1275,凉拌萝卜丝
2542,1275,凉拌海带豆芽紫菜
2543,1275,牛肉鸡蛋肠粉
2544,1275,小米南瓜粥
2545,1275,山药养生粥
2546,1275,凉拌菠菜
2547,1275,芝士烩波士顿龙虾
2548,1275,桂圆肉红豆八宝饭
2549,1275,一品香酥藕
2550,1275,皮蛋瘦肉粥
2551,1275,爆炒猪肝
2552,1275,倒立蒸梭子蟹
2568,1103,芝士烩波士顿龙虾
2569,1103,焖猪手
2570,1103,倒立蒸梭子蟹
2571,1103,大蒜苋菜
2572,1103,油焖麻辣虾
2573,1103,干锅田鸡
2574,1103,百里香奶油烤红酒牛肉
2575,1103,五色糯米饭(七色)
2576,1103,五香酱驴肉
2577,1098,冰镇花螺
2578,1098,番茄甘蓝
2579,1098,玉竹南北杏鸭腿汤
2580,1098,西瓜胡萝卜沙拉
2581,1098,青炒扁豆
2582,1098,盘蟹蒸蛋
2583,1098,桂圆肉红豆八宝饭
2584,1098,鱼香肉丝拌面
2585,1098,露露无糖杏仁露
2586,1098,南瓜枸杞小饼干
2587,1098,北冰洋汽水
2588,1118,剁椒鱼头
2589,1118,露露无糖杏仁露
2590,1118,番茄甘蓝
2592,1118,番茄炖牛腩
2593,1118,意文柠檬汁
2594,1118,蒜香包
2595,1086,香酥两吃大虾
2596,1086,麻辣小龙虾
2597,1086,倒立蒸梭子蟹
2598,1086,五香酱驴肉
2599,1086,百里香奶油烤红酒牛肉
2600,1086,美妙绝伦之白莲花
2601,1086,清蒸海鱼
2602,1086,清炒菊花菜
2603,1086,牛尾汤
2604,1086,香菇鹌鹑蛋
2605,1086,白斩鸡
2606,1086,超人气广式肠粉
2607,1112,盘蟹蒸蛋
2608,1112,西瓜胡萝卜沙拉
2609,1112,照烧鸡腿
2610,1112,芝麻烤紫菜
2611,1112,蒙古烤羊腿
2612,1112,露露无糖杏仁露
2613,1112,蛋挞
2615,1112,打卤面
2616,1112,拌土豆丝
2617,1088,凉拌菠菜
2618,1088,白胡椒胡萝卜羊肉汤
2619,1088,麻辣小龙虾
2620,1088,孜然羊排
2621,1088,辣炒鱿鱼
2622,1088,姜葱炒花蟹
2623,1088,蒙古烤羊腿
2625,1016,芝士烩波士顿龙虾
2626,1016,避风塘炒蟹
2627,1016,蒜蓉生蚝
2628,1016,肉丁茄子
2629,1016,凉拌菠菜
2630,1016,快炒黄鳝
2631,1016,炝炒大白菜
2632,1016,38度剑南春
2633,1016,番茄蛋汤
2634,1016,清蒸蝶鱼
2635,1016,桂圆肉红豆八宝饭
2636,1016,冰镇花螺
2637,1016,爆炒鸡翅
2638,1439,辣炒鱿鱼
2639,1439,麻辣小龙虾
2641,1439,焖猪手
2642,1439,爆炒猪肝
2643,1439,自制猪肉脯
2644,1439,芹菜炒腰花
2645,1439,炝炒大白菜
2646,1439,凉拌菠菜
2647,1439,干锅田鸡
2648,1439,香烤牛排
2649,1439,张裕葡萄酒张裕赤霞珠干红
2650,1439,百里香奶油烤红酒牛肉
2651,1439,蛋挞
2652,1439,孜然羊排
2653,1439,蒙古烤羊腿
2654,1114,倒立蒸梭子蟹
2655,1114,红酒土豆烧鸭腿
2656,1114,杭椒鸡珍
2657,1114,五彩豆
2658,1114,糖醋蕃茄溜青花
2659,1114,黄油曲奇饼干
2660,1114,桂圆肉红豆八宝饭
2661,1114,牛肉鸡蛋肠粉
2662,1114,张裕葡萄酒张裕赤霞珠干红
2663,1114,北冰洋汽水
2684,1030,香酥两吃大虾
2685,1030,爆炒猪肝
2686,1030,水煮鱼
2687,1030,焖猪手
2688,1030,自制猪肉脯
2689,1030,倒立蒸梭子蟹
2690,1030,法国波尔多AOC干红葡萄酒原
2691,1027,麻辣小龙虾
2692,1027,辣炒鱿鱼
2693,1027,爆炒猪肝
2695,1027,剁椒鱼头
2696,1027,自制猪肉脯
2697,1027,水煮鱼
2698,1027,凉拌菠菜
2699,1027,孜然羊排
2700,1027,蒙古烤羊腿
2701,1194,香辣腐乳炒虾
2702,1194,水煮鱼
2703,1194,麻辣小龙虾
2704,1194,蒜香辣花甲
2705,1194,辣炒花蛤
2706,1194,培根紫菜卷
2707,1194,独家薄荷鲜虾牛肉卷
2708,1194,香辣爆羊肝
2709,1194,美妙绝伦之白莲花
2710,1194,自制猪肉脯
2711,1194,肉丁茄子
2712,1194,番茄有机花菜
2713,1194,谷稻小庄
2715,1194,广式虾仁肠粉
2716,1015,芝士烩波士顿龙虾
2717,1015,清蒸海鱼
2718,1015,倒立蒸梭子蟹
2719,1015,花蛤蒸蛋
2720,1015,百里香奶油烤红酒牛肉
2721,1015,爆炒鳝碌
2722,1015,孜然羊排
2723,1015,爆炒猪肝
2724,1015,红酒土豆烧鸭腿
2725,1015,番茄炖秋葵
2726,1015,凉拌菠菜
2727,1015,桂圆肉红豆八宝饭
2728,1015,张裕葡萄酒张裕赤霞珠干红
2729,1015,38度剑南春
2730,1015,五色糯米饭(七色)
2731,1552,芝士烩波士顿龙虾
2732,1552,山药养生粥
2733,1552,独家薄荷鲜虾牛肉卷
2734,1552,豌豆薯仔猪骨汤
2736,1087,芝士烩波士顿龙虾
2737,1087,豌豆薯仔猪骨汤
2738,1087,焖猪手
2739,1087,芹菜炒腰花
2740,1087,凉拌菠菜
2741,1087,自制猪肉脯
2742,1087,冰糖红豆薏米粥
2743,1087,美妙绝伦之白莲花
2744,1087,炝炒大白菜
2745,1087,剁椒鱼头
2746,1087,凉拌蒜蓉西兰花
2747,1087,香辣爆羊肝
2748,1087,五色糯米饭(七色)
2749,1302,麻辣小龙虾
2750,1302,焖猪手
2751,1302,水煮鱼
2752,1302,辣炒鱿鱼
2753,1302,蒙古烤羊腿
2754,1302,凉拌菠菜
2755,1302,大蒜苋菜
2756,1302,白胡椒胡萝卜羊肉汤
2758,1302,香辣腐乳炒虾
2759,1302,大理石奶油蛋糕
2760,1302,香菇鹌鹑蛋
2761,1302,剁椒鱼头
2762,1302,姜葱炒花蟹
2763,1302,蒜香辣花甲
2764,1105,麻辣小龙虾
2765,1105,红酒炖羊肉
2766,1105,葱姜炒蟹
2767,1105,芝士烩波士顿龙虾
2768,1105,清蒸海鱼
2769,1105,53度茅台
2771,1091,爆炒鸡翅
2772,1091,培根紫菜卷
2773,1091,照烧鸡腿
2774,1091,独家薄荷鲜虾牛肉卷
2775,1091,五彩藕苗
2776,1091,意文柠檬汁
2777,1091,凉拌蒜蓉西兰花
2778,1091,打卤面
2792,1245,麻辣小龙虾
2793,1245,辣炒鱿鱼
2794,1245,豌豆薯仔猪骨汤
2795,1245,凉拌菠菜
2796,1245,水煮鱼
2797,1245,焖猪手
2798,1245,蒙古烤羊腿
2800,1143,盘蟹蒸蛋
2801,1143,皮蛋瘦肉粥
2802,1143,爆炒猪肝
2816,1170,葱姜炒蟹
2817,1170,三丝鳝鱼
2818,1170,大蒜苋菜
2819,1170,豌豆薯仔猪骨汤
2821,1119,麻辣小龙虾
2822,1119,自制猪肉脯
2823,1119,蒙古烤羊腿
2824,1119,白胡椒胡萝卜羊肉汤
2825,1119,番茄炖牛腩
2827,1119,姜葱炒花蟹
2828,1119,张裕葡萄酒张裕赤霞珠干红
2829,1119,葱油凉拌藕片
2830,1119,芹菜炒腰花
2831,1119,蛋挞
2832,1119,水煮鱼
2833,1119,凉拌菠菜
2834,1119,辣炒鱿鱼
2835,1119,焖猪手
2836,1337,麻辣小龙虾
2837,1337,清蒸海鱼
2838,1337,意文柠檬汁
2839,1337,葱姜炒蟹
2840,1115,剁椒鱼头
2841,1115,辣炒田螺
2842,1115,清蒸蝶鱼
2843,1115,麻辣小龙虾
2844,1115,孜然羊排
2845,1115,啤酒鸭
2846,1115,白斩鸡
2847,1115,番茄有机花菜
2848,1115,黄花菜炒木耳
2850,1093,香酥两吃大虾
2851,1093,鲜美鳝鱼
2852,1093,葱姜炒蟹
2853,1093,百里香奶油烤红酒牛肉
2854,1093,清蒸海鱼
2855,1093,干锅田鸡
2856,1093,桂圆肉红豆八宝饭
2857,1093,清炒菊花菜
2858,1093,53度茅台
2859,1093,牛尾汤
2860,1093,五色糯米饭(七色)
2861,1093,豌豆薯仔猪骨汤
2862,1103,香辣腐乳炒虾
2863,1103,油焖麻辣虾
2864,1103,辣炒田螺
2865,1103,水煮鱼
2866,1103,培根紫菜卷
2867,1103,杭椒鸡珍
2868,1103,红酒土豆烧鸭腿
2869,1103,干锅田鸡
2870,1103,糖醋蕃茄溜青花
2871,1103,美妙绝伦之白莲花
2872,1103,五彩豆
2873,1103,青炒扁豆
2874,1103,爆炒猪肝
2875,1103,牛尾汤
2876,1103,焖猪手
2877,1103,桂圆枸杞鸽子汤
2878,1103,凉拌萝卜丝
2879,1103,白斩鸡
2880,1103,辣炒鱿鱼
2881,1103,路易拉菲红酒干红
2882,1103,番茄炖牛腩
2883,1103,芝麻烤紫菜
2884,1150,芝士烩波士顿龙虾
2885,1150,焖猪手
2886,1150,芹菜炒腰花
2887,1150,凉拌菠菜
2888,1150,凉拌蒜蓉西兰花
2889,1150,谷稻小庄
2890,1150,五色糯米饭(七色)
2891,1404,爆炒猪肝
2892,1404,小炒羊腰
2893,1404,小米南瓜粥
2894,1404,蒜蓉生蚝
2895,1404,谷稻小庄
2896,1404,倒立蒸梭子蟹
2897,1404,香烤牛排
2898,1404,葱姜炒蟹
2899,1404,辣炒鱿鱼
2900,1404,百威啤酒罐装
2915,1400,芹菜炒腰花
2916,1400,香酥两吃大虾
2917,1400,倒立蒸梭子蟹
2918,1400,酸辣汤面
2919,1400,辣炒鱿鱼
2920,1400,剁椒鱼头
2921,1400,炝炒大白菜
2922,1400,凉拌菠菜
2923,1400,红酒炖羊肉
2924,1400,蒙古烤羊腿
2925,1400,42度海之蓝
2926,1400,桂圆肉红豆八宝饭
2927,1262,炝炒大白菜
2928,1262,番茄炖秋葵
2929,1262,五彩豆
2930,1262,北冰洋汽水
2932,1262,麻辣小龙虾
2933,1016,麻辣小龙虾
2934,1016,清蒸海鱼
2935,1016,海带结豆腐汤
2936,1016,培根紫菜卷
2937,1016,糖醋蕃茄溜青花
2938,1016,凉拌萝卜丝
2939,1016,培根花菜
2940,1016,党参黄芪炖牛尾
2941,1016,金玉良缘
2942,1016,爆炒双丝
2943,1016,白胡椒胡萝卜羊肉汤
2944,1016,蒙古烤羊腿
2945,1016,独家薄荷鲜虾牛肉卷
2946,1016,农夫山泉NFC果汁100%橙汁
2947,1016,意文柠檬汁
2948,1016,哈尔滨啤酒罐装
2949,1016,青岛啤酒罐装
2950,1016,蛋挞
2951,1016,紫薯面包卷
2952,1016,不加一滴油的酸奶蛋糕
2953,1016,葡萄奶酥(超酥香的饼干)
2954,1016,咖啡奶香面包
2955,1016,冰糖红豆薏米粥
2956,1016,五色糯米饭(七色)
2957,1016,鱼香肉丝拌面
2958,1016,香菇鸡肉粥
2959,1016,桂圆肉红豆八宝饭
2960,1290,香辣腐乳炒虾
2961,1290,香酥两吃大虾
2962,1290,水煮鱼
2963,1290,香菇鹌鹑蛋
2964,1290,葱油凉拌藕片
2965,1290,杭椒鸡珍
2966,1290,油焖麻辣虾
2967,1290,五色糯米饭(七色)
2968,1290,麻辣小龙虾
2969,1290,芹黄鳝丝
2970,1290,香烤牛排
2971,1290,三色凉拌手撕兔
2972,1290,美妙绝伦之白莲花
2973,1487,香辣腐乳炒虾
2974,1487,芝士烩波士顿龙虾
2975,1487,姜葱炒花蟹
2976,1487,清炒菊花菜
2977,1487,自制猪肉脯
2978,1487,花蛤蒸蛋
2979,1487,冰镇花螺
2980,1487,白斩鸡
2981,1487,泡椒凤爪
2982,1487,百里香奶油烤红酒牛肉
2983,1487,蒙古烤羊腿
2984,1487,焖猪手
2985,1487,凉拌菠菜
2986,1487,意文柠檬汁
2987,1487,爆炒鸡翅
2988,1487,谷稻小庄
2989,1487,照烧鸡腿
2990,1487,独家薄荷鲜虾牛肉卷
2991,1487,番茄炖牛腩
2992,1487,五色糯米饭(七色)
3003,1103,爆炒鳝碌
3004,1103,桂圆枸杞鸽子汤
3005,1103,独家薄荷鲜虾牛肉卷
3006,1103,番茄甘蓝
3007,1103,大蒜苋菜
3008,1103,谷稻小庄
3011,1103,西瓜胡萝卜沙拉
3012,1103,番茄有机花菜
3013,1103,芹菜炒腰花
3014,1103,紫薯面包卷
3015,1103,南瓜芝士包
3016,1103,培根紫菜卷
3017,1103,海带结豆腐汤
3018,1103,玉竹南北杏鸭腿汤
3027,1092,辣炒鱿鱼
3028,1092,香酥两吃大虾
3029,1092,凉拌菠菜
3030,1092,炝炒大白菜
3031,1112,香酥两吃大虾
3032,1112,党参黄芪炖牛尾
3033,1112,香菇鹌鹑蛋
3034,1112,培根花菜
3035,1112,盘蟹蒸蛋
3036,1112,木须豌豆
3037,1112,啤酒鸭
3038,1112,意文柠檬汁
3039,1112,炝炒大白菜
3040,1112,自制猪肉脯
3041,1112,豌豆薯仔猪骨汤
3042,1112,老式面包
3043,1112,黄花菜炒木耳
3044,1112,五色糯米饭(七色)
3051,1178,麻辣小龙虾
3052,1178,芝士烩波士顿龙虾
3053,1178,倒立蒸梭子蟹
3054,1178,山药养生粥
3055,1178,芹菜炒腰花
3056,1178,桂圆枸杞鸽子汤
3057,1178,凉拌菠菜
3058,1178,干锅田鸡
3059,1027,红酒炖羊肉
3060,1027,麻辣小龙虾
3061,1027,蒙古烤羊腿
3062,1027,香酥两吃大虾
3063,1027,孜然羊排
3064,1027,桂圆枸杞鸽子汤
3065,1027,凉拌菠菜
3066,1027,干锅田鸡
3067,1027,黄花菜炒木耳
3068,1027,路易拉菲红酒干红
3069,1027,海带结豆腐汤
3070,1027,百里香奶油烤红酒牛肉
3071,1189,麻辣小龙虾
3072,1189,水煮鱼
3073,1189,百里香奶油烤红酒牛肉
3074,1189,孜然羊排
3075,1189,凉拌菠菜
3076,1189,焖猪手
3077,1189,凉拌蒜蓉西兰花
3078,1189,清炒菊花菜
3079,1189,培根花菜
3080,1189,黄花菜炒木耳
3081,1189,52度泸州老窖
3083,1402,麻辣小龙虾
3084,1402,核桃葡萄干土司
3085,1402,香辣腐乳炒虾
3086,1402,豌豆薯仔猪骨汤
3087,1402,拌土豆丝
3088,1402,五色糯米饭(七色)
3089,1402,油焖麻辣虾
3090,1402,香酥两吃大虾
3091,1214,芝士烩波士顿龙虾
3092,1214,自制猪肉脯
3093,1214,焖猪手
3094,1214,凉拌蒜蓉西兰花
3095,1214,美妙绝伦之白莲花
3096,1214,桂圆肉红豆八宝饭
3097,1214,谷稻小庄
3098,1217,葱姜炒蟹
3099,1217,红酒炖羊肉
3100,1217,倒立蒸梭子蟹
3101,1217,芝士烩波士顿龙虾
3102,1217,黄尾袋鼠西拉子红葡萄酒
3103,1217,芝麻烤紫菜
3104,1217,青炒扁豆
3105,1217,豌豆薯仔猪骨汤
3115,1469,香酥两吃大虾
3116,1469,皮蛋瘦肉粥
3117,1469,辣炒鱿鱼
3118,1469,谷稻小庄
3119,1469,凉拌蒜蓉西兰花
3120,1469,番茄炖牛腩
3121,1469,清爽拌凉面
3122,1469,五色糯米饭(七色)
3123,1469,红酒土豆烧鸭腿
3124,1469,孜然羊排
3125,1469,紫薯面包卷
3126,1469,鸡蛋、肉末肠粉
3127,1469,蒜香辣花甲
3146,1126,剁椒鱼头
3147,1126,辣炒鱿鱼
3148,1126,黄花菜炒木耳
3149,1126,啤酒鸭
3150,1126,意文柠檬汁
3151,1126,冰糖红豆薏米粥
3152,1010,白胡椒胡萝卜羊肉汤
3153,1010,芝麻烤紫菜
3154,1010,照烧鸡腿
3155,1010,凉拌菠菜
3156,1010,蛋挞
3157,1010,打卤面
3158,1010,清爽拌凉面
3159,1385,冰糖红豆薏米粥
3160,1385,香酥两吃大虾
3161,1385,芹菜炒腰花
3162,1385,水煮鱼
3163,1385,谷稻小庄
3164,1385,鲜美鳝鱼
3165,1385,辣炒鱿鱼
3166,1385,啤酒鸭
3167,1385,百里香奶油烤红酒牛肉
3168,1385,清爽拌凉面
3169,1385,培根紫菜卷
3170,1385,黄花菜炒木耳
3182,1105,水煮鱼
3183,1105,麻辣小龙虾
3184,1105,露露无糖杏仁露
3185,1105,打卤面
3186,1105,鱼香肉丝拌面
3187,1105,南瓜芝士包
3188,1105,老式面包
3189,1105,五色糯米饭(七色)
3190,1105,糖醋蕃茄溜青花
3191,1105,葱油凉拌藕片
3192,1105,自制猪肉脯
3193,1105,剁椒鱼头
3194,1105,辣炒鱿鱼
3195,1105,香辣爆羊肝
